,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,moisture,specialty
1,Other,Other,8.75,8.5,8.58,8.42,8.42,0.12,Yes
2,Guatemala,Bourbon,8.42,8.42,8.42,8.33,8.42,0.0,Yes
4,Other,Other,8.25,8.25,8.5,8.42,8.33,0.12,Yes
9,Other,Other,8.08,8.5,8.5,7.67,8.42,0.1,Yes
11,Other,Other,8.25,8.17,8.33,8.08,8.17,0.0,Yes
12,Other,Other,8.08,8.33,8.42,8.0,8.08,0.0,Yes
15,Other,Other,8.0,8.58,8.17,8.17,8.0,0.0,Yes
18,Other,Other,8.42,8.08,8.17,7.92,8.0,0.1,Yes
19,Other,Other,8.17,8.0,8.17,8.08,8.33,0.0,Yes
20,Other,Other,8.0,8.08,8.5,8.25,8.0,0.0,Yes
21,Costa Rica,Caturra,8.08,8.0,8.17,8.0,8.33,0.11,Yes
22,Mexico,Other,8.17,8.17,8.0,7.83,8.17,0.13,Yes
23,Other,Other,8.25,8.17,8.17,7.83,8.17,0.0,Yes
25,Brazil,Bourbon,8.5,8.0,8.0,8.0,8.0,0.12,Yes
27,Other,Other,8.42,8.17,8.17,7.83,7.92,0.12,Yes
28,Honduras,Caturra,8.17,8.08,8.0,8.08,8.0,0.1,Yes
29,Taiwan,Other,8.0,8.0,8.25,8.0,8.17,0.0,Yes
32,Brazil,Bourbon,8.5,8.0,7.75,8.0,8.0,0.12,Yes
33,Costa Rica,Caturra,8.17,8.0,8.08,7.83,8.0,0.0,Yes
35,Other,Other,8.08,8.0,8.25,7.92,7.92,0.12,Yes
39,Other,Other,7.67,8.0,8.0,8.17,8.08,0.0,Yes
40,Other,Caturra,7.83,7.83,8.25,7.58,7.92,0.1,Yes
41,Brazil,Yellow Bourbon,8.17,7.92,7.75,8.33,8.0,0.08,Yes
42,Brazil,Yellow Bourbon,8.42,8.0,7.75,7.92,8.0,0.01,Yes
43,Taiwan,Bourbon,8.08,7.75,8.08,7.75,7.83,0.12,Yes
44,Other,Other,8.08,8.0,8.0,7.83,8.08,0.11,Yes
45,Brazil,Bourbon,8.33,8.0,8.0,7.75,8.0,0.11,Yes
47,Colombia,Caturra,7.75,7.83,8.08,8.08,8.17,0.12,Yes
48,Other,Other,7.92,7.83,8.5,7.5,7.92,0.11,Yes
49,Other,Other,8.25,7.83,8.08,8.0,7.92,0.1,Yes
53,Other,Other,8.17,7.92,8.08,7.83,7.75,0.12,Yes
54,Colombia,Caturra,8.0,8.0,8.17,7.83,8.0,0.0,Yes
55,Other,Other,8.0,7.92,8.08,7.83,8.0,0.08,Yes
57,Guatemala,Bourbon,7.83,8.0,8.17,7.83,8.0,0.12,Yes
58,Guatemala,Catuai,8.0,7.83,8.33,7.83,7.83,0.1,Yes
62,Other,Bourbon,7.92,8.0,7.92,7.75,7.83,0.1,Yes
63,Other,Bourbon,7.83,8.0,7.75,7.92,8.17,0.11,Yes
65,Other,Caturra,8.0,7.83,7.83,7.67,8.58,0.09,Yes
66,Other,Other,7.92,7.83,8.08,7.83,7.92,0.1,Yes
67,Other,Other,7.83,7.83,7.92,7.83,8.08,0.12,Yes
68,Other,Other,8.33,7.67,7.92,7.67,7.92,0.12,Yes
69,Guatemala,Bourbon,8.0,7.67,8.33,7.83,8.0,0.11,Yes
71,Other,Other,8.08,7.83,7.67,8.0,7.83,0.12,Yes
73,Brazil,Bourbon,8.0,8.0,7.67,7.75,8.0,0.11,Yes
75,Other,Other,8.0,8.0,7.83,7.83,7.75,0.1,Yes
76,Guatemala,Other,7.83,7.83,7.67,7.83,8.58,0.11,Yes
77,Costa Rica,Caturra,7.92,8.0,7.92,8.0,8.08,0.0,Yes
78,Costa Rica,Caturra,8.0,7.58,7.67,8.08,8.5,0.1,Yes
79,Other,Other,7.83,7.75,8.08,7.92,7.75,0.0,Yes
80,Other,Other,8.0,7.92,8.08,7.83,7.75,0.0,Yes
84,Colombia,Caturra,8.17,7.83,8.0,7.58,7.83,0.11,Yes
85,Colombia,Caturra,7.58,7.92,7.83,8.0,7.92,0.12,Yes
86,Other,Other,7.75,7.67,8.0,8.08,7.83,0.11,Yes
87,Guatemala,Caturra,8.25,7.67,7.92,7.75,7.67,0.0,Yes
89,Colombia,Caturra,8.17,7.58,8.08,8.0,7.75,0.0,Yes
92,Colombia,Caturra,7.83,7.75,7.75,7.83,7.83,0.11,Yes
96,Other,Other,8.17,7.75,7.75,7.67,7.75,0.11,Yes
98,Costa Rica,Catuai,7.83,7.58,7.92,7.92,7.83,0.12,Yes
99,Mexico,Typica,7.83,7.83,7.75,7.67,7.83,0.09,Yes
101,Other,Other,7.75,7.75,8.08,8.0,7.75,0.0,Yes
102,Brazil,Other,8.0,7.83,7.83,7.67,7.67,0.12,Yes
103,Mexico,Other,7.92,7.75,8.08,7.42,7.83,0.0,Yes
107,Colombia,Caturra,7.92,7.75,7.83,7.75,8.0,0.12,Yes
108,Taiwan,Typica,7.67,8.0,7.58,8.0,7.92,0.11,Yes
109,"Tanzania, United Republic Of",Other,8.0,7.83,7.92,7.75,7.75,0.12,Yes
110,Colombia,Caturra,7.75,7.83,7.75,7.75,8.0,0.11,Yes
111,Mexico,Typica,7.75,7.75,7.83,7.5,7.92,0.11,Yes
112,Brazil,Bourbon,8.0,7.75,7.75,8.0,7.75,0.11,Yes
113,Brazil,Catuai,8.0,7.75,8.0,7.5,7.75,0.12,Yes
115,Taiwan,Typica,7.92,7.83,7.83,7.83,7.83,0.0,Yes
116,Other,Other,7.75,7.67,7.67,8.25,7.75,0.12,Yes
121,Other,Other,7.92,7.58,7.92,7.75,7.83,0.13,Yes
122,Honduras,Catuai,7.83,8.0,7.67,7.67,7.67,0.11,Yes
125,Other,Bourbon,7.83,7.5,8.0,7.83,7.67,0.0,Yes
126,Other,Other,7.92,7.75,7.75,7.75,7.75,0.12,Yes
127,Other,Other,7.75,7.75,7.42,8.08,7.83,0.12,Yes
128,Costa Rica,Catuai,8.08,7.67,7.83,7.5,7.92,0.1,Yes
129,Guatemala,Bourbon,7.75,7.58,8.0,7.92,7.75,0.1,Yes
130,Costa Rica,Caturra,8.17,7.83,7.17,7.83,7.75,0.12,Yes
131,Other,Other,8.08,7.75,7.83,7.58,7.67,0.1,Yes
132,Costa Rica,Other,7.67,7.75,7.75,7.67,8.58,0.08,Yes
133,Costa Rica,Catuai,8.0,7.83,7.75,7.75,7.75,0.11,Yes
135,Taiwan,Typica,8.0,7.75,7.75,7.75,7.75,0.11,Yes
136,Colombia,Caturra,7.75,7.75,7.83,7.75,7.83,0.0,Yes
137,Other,Other,7.75,7.83,8.0,7.58,7.75,0.11,Yes
138,Guatemala,Bourbon,8.0,7.67,7.83,7.67,8.0,0.11,Yes
139,Guatemala,Bourbon,7.67,7.67,8.0,7.67,7.83,0.12,Yes
140,Mexico,Typica,7.83,7.67,7.92,7.92,7.83,0.13,Yes
141,Other,Other,7.92,7.75,7.92,7.67,7.75,0.11,Yes
144,Other,Other,7.92,7.83,7.75,7.58,7.92,0.11,Yes
145,Colombia,Other,7.83,7.58,7.92,7.67,7.83,0.0,Yes
147,Other,Other,7.83,7.83,7.75,7.58,7.83,0.1,Yes
148,Guatemala,Other,7.75,7.67,7.92,7.75,7.83,0.11,Yes
149,Guatemala,Bourbon,8.0,7.67,7.58,7.58,7.67,0.09,Yes
150,Colombia,Caturra,7.67,7.58,7.75,7.58,8.5,0.0,Yes
151,Colombia,Caturra,7.75,7.83,7.75,7.58,8.0,0.0,Yes
153,Colombia,Caturra,7.67,7.83,8.0,7.58,7.92,0.0,Yes
154,Costa Rica,Bourbon,7.75,7.75,8.0,7.83,7.67,0.12,Yes
155,Colombia,Caturra,7.42,7.75,7.75,8.08,7.83,0.11,Yes
156,Brazil,Bourbon,8.0,7.75,7.75,7.58,7.75,0.12,Yes
157,Brazil,Catuai,8.5,7.5,7.75,7.5,7.83,0.11,Yes
158,Costa Rica,Caturra,7.92,7.92,7.75,7.67,7.58,0.1,Yes
159,Other,Other,7.92,7.67,7.75,7.83,7.75,0.11,Yes
160,Other,Other,7.75,7.67,7.83,7.75,7.67,0.1,Yes
161,Costa Rica,Caturra,7.92,7.83,7.83,7.58,7.58,0.11,Yes
162,Colombia,Other,8.08,7.83,7.83,7.67,7.67,0.12,Yes
163,Other,Other,7.67,7.75,7.83,7.75,7.58,0.0,Yes
164,Guatemala,Bourbon,8.17,7.67,7.83,7.67,7.83,0.11,Yes
165,Other,Other,7.92,7.67,8.0,7.67,7.75,0.11,Yes
166,Mexico,Typica,8.0,7.42,8.08,7.5,7.67,0.12,Yes
167,Mexico,Typica,7.92,7.75,7.75,7.75,7.83,0.11,Yes
171,Costa Rica,Caturra,7.58,7.83,8.0,7.67,7.58,0.1,Yes
172,Other,Other,7.67,7.83,7.58,7.83,7.83,0.0,Yes
174,Colombia,Caturra,7.92,7.67,7.92,7.67,7.75,0.0,Yes
175,Taiwan,Typica,7.83,7.75,8.0,7.5,7.75,0.11,Yes
177,Mexico,Other,7.75,7.75,7.67,7.83,7.67,0.12,Yes
179,Other,Other,7.33,7.83,7.75,7.75,7.92,0.11,Yes
180,Honduras,Caturra,7.92,7.75,7.67,7.67,7.75,0.1,Yes
182,Honduras,Catuai,7.58,7.58,7.75,7.92,7.75,0.11,Yes
184,Colombia,Caturra,7.75,8.0,7.67,8.08,7.83,0.11,Yes
185,Colombia,Caturra,7.75,7.33,7.83,7.58,8.08,0.0,Yes
186,Mexico,Typica,8.0,7.75,7.83,7.5,7.67,0.12,Yes
187,Brazil,Yellow Bourbon,8.17,7.5,7.75,7.5,7.67,0.0,Yes
191,Taiwan,Typica,7.92,7.75,7.67,7.67,7.83,0.12,Yes
192,Other,Other,7.83,7.75,7.42,7.83,7.67,0.12,Yes
193,Colombia,Caturra,7.83,7.75,7.58,7.67,8.0,0.11,Yes
194,Guatemala,Caturra,7.75,7.58,7.92,7.75,7.75,0.11,Yes
195,Guatemala,Caturra,7.75,7.5,8.08,7.58,7.67,0.1,Yes
196,Other,Other,7.83,7.58,7.75,7.75,7.75,0.1,Yes
197,Colombia,Caturra,7.67,7.75,7.75,7.67,7.92,0.11,Yes
198,Colombia,Caturra,7.83,7.75,7.58,7.92,7.75,0.12,Yes
199,Colombia,Other,7.83,7.83,7.58,7.67,7.75,0.12,Yes
200,Colombia,Caturra,7.42,7.83,7.75,7.92,7.83,0.12,Yes
201,"Tanzania, United Republic Of",Other,7.83,7.75,7.83,7.67,7.67,0.12,Yes
202,"Tanzania, United Republic Of",Other,7.83,7.75,7.75,7.67,7.75,0.12,Yes
203,Guatemala,Bourbon,7.83,7.5,7.92,7.58,7.75,0.1,Yes
204,Colombia,Caturra,7.58,7.75,7.83,7.92,7.83,0.11,Yes
206,Mexico,Typica,7.83,7.67,7.83,7.5,7.75,0.12,Yes
207,Mexico,Bourbon,7.83,7.75,7.67,7.83,7.58,0.12,Yes
208,Mexico,Bourbon,7.83,7.67,7.75,7.5,7.75,0.1,Yes
209,Other,Other,8.17,7.58,7.67,7.83,7.58,0.13,Yes
210,Guatemala,Bourbon,7.75,7.58,7.83,7.67,7.75,0.13,Yes
212,Costa Rica,Caturra,7.92,7.67,7.67,7.5,7.67,0.09,Yes
213,Guatemala,Caturra,7.75,7.58,8.0,7.67,7.83,0.11,Yes
214,Guatemala,Caturra,7.75,7.58,7.92,7.67,7.67,0.1,Yes
215,Guatemala,Bourbon,7.58,7.58,7.83,7.83,7.67,0.1,Yes
216,Colombia,Caturra,8.0,7.5,7.67,8.0,7.83,0.0,Yes
217,Other,Caturra,7.67,7.83,7.5,7.67,7.83,0.12,Yes
218,Brazil,Catuai,7.67,7.75,7.67,7.83,7.75,0.0,Yes
219,Costa Rica,Caturra,7.67,7.67,7.75,7.5,8.0,0.0,Yes
220,Other,Other,7.5,7.58,7.83,7.75,7.83,0.1,Yes
221,"Tanzania, United Republic Of",Other,7.92,7.75,7.75,7.75,7.58,0.13,Yes
222,Colombia,Other,7.67,7.67,7.42,7.83,8.58,0.12,Yes
224,Other,Other,7.58,7.75,7.75,7.75,7.83,0.08,Yes
225,Brazil,Other,7.58,7.75,7.67,7.67,8.0,0.11,Yes
226,Guatemala,Bourbon,7.92,7.67,7.67,7.83,7.92,0.11,Yes
227,Other,Bourbon,8.42,7.5,7.17,7.58,8.17,0.11,Yes
228,Colombia,Caturra,7.75,7.75,7.75,7.83,7.75,0.0,Yes
230,Other,Other,7.83,7.5,7.83,7.83,7.75,0.11,Yes
232,Colombia,Caturra,7.83,7.42,7.5,7.83,8.5,0.0,Yes
233,Taiwan,Typica,7.58,7.67,7.67,7.75,7.83,0.1,Yes
235,Colombia,Caturra,7.92,7.67,7.75,7.67,7.67,0.0,Yes
236,Guatemala,Bourbon,7.58,7.67,8.0,7.75,7.67,0.1,Yes
238,Mexico,Typica,7.67,7.67,7.75,7.67,7.75,0.11,Yes
239,Other,Other,7.92,7.83,8.0,7.92,7.92,0.09,Yes
241,Other,Other,7.83,7.67,7.75,7.33,7.75,0.11,Yes
242,Honduras,Caturra,7.42,7.75,7.92,7.75,7.58,0.1,Yes
243,Guatemala,Caturra,7.67,7.58,7.92,7.75,7.67,0.12,Yes
244,Colombia,Other,7.67,7.83,7.58,7.58,7.83,0.11,Yes
245,Guatemala,Bourbon,7.92,7.42,7.92,7.75,7.83,0.1,Yes
246,Guatemala,Bourbon,7.75,7.5,7.83,7.58,7.67,0.1,Yes
248,Colombia,Caturra,7.58,7.75,7.92,7.75,7.92,0.12,Yes
249,Colombia,Caturra,7.67,7.5,7.5,7.67,7.67,0.12,Yes
250,Other,Other,7.75,7.5,7.58,7.67,7.92,0.09,Yes
251,Brazil,Yellow Bourbon,7.58,7.67,7.25,8.0,7.75,0.1,Yes
252,Colombia,Caturra,7.67,7.67,7.75,7.67,7.75,0.11,Yes
253,Other,Other,7.67,7.5,7.75,7.92,7.67,0.0,Yes
255,Other,Other,7.67,7.67,7.75,7.83,7.67,0.0,Yes
256,Other,Other,7.92,7.58,7.67,7.67,7.83,0.1,Yes
258,Brazil,Bourbon,7.5,7.58,7.5,7.58,7.5,0.0,Yes
259,Mexico,Other,7.83,7.58,7.92,7.42,7.5,0.11,Yes
260,Other,Other,7.67,7.5,7.67,7.67,7.83,0.1,Yes
261,Brazil,Bourbon,7.58,7.67,7.75,7.58,7.83,0.11,Yes
262,Taiwan,Typica,7.83,7.83,7.75,7.83,7.75,0.11,Yes
268,Colombia,Caturra,7.75,7.67,7.83,7.83,7.67,0.0,Yes
269,Taiwan,Typica,8.0,7.92,7.92,7.67,7.33,0.06,Yes
270,Colombia,Caturra,7.67,7.67,7.75,7.67,7.83,0.12,Yes
271,Mexico,Typica,7.67,7.58,7.67,7.75,7.83,0.12,Yes
272,Mexico,Typica,7.5,7.58,7.83,7.75,7.75,0.11,Yes
273,Mexico,Typica,7.75,7.83,7.92,7.75,7.67,0.0,Yes
274,Colombia,Caturra,7.92,7.5,7.83,7.58,7.67,0.0,Yes
276,Costa Rica,Caturra,7.67,7.75,7.67,7.5,7.75,0.0,Yes
277,Guatemala,Bourbon,7.75,7.5,7.75,7.83,7.58,0.11,Yes
279,Brazil,Yellow Bourbon,7.25,7.42,8.0,7.75,7.83,0.0,Yes
280,Taiwan,Typica,7.67,7.67,7.75,7.42,7.75,0.0,Yes
282,Brazil,Bourbon,7.67,7.58,7.5,7.83,8.17,0.0,Yes
283,Costa Rica,Catuai,7.83,7.5,7.83,7.75,7.83,0.1,Yes
284,Guatemala,Bourbon,7.58,7.33,8.0,7.58,7.75,0.1,Yes
285,Brazil,Yellow Bourbon,7.92,7.33,7.67,8.17,7.5,0.1,Yes
287,Colombia,Caturra,7.67,7.58,7.83,7.58,7.67,0.11,Yes
288,Guatemala,Bourbon,7.5,7.5,7.83,7.83,7.67,0.11,Yes
289,Mexico,Bourbon,7.67,7.67,7.42,7.67,7.5,0.1,Yes
290,Mexico,Other,7.67,7.5,7.75,7.75,7.75,0.11,Yes
291,Brazil,Yellow Bourbon,7.83,7.58,7.67,7.5,7.58,0.12,Yes
295,Other,Other,7.75,7.5,7.58,7.75,7.75,0.11,Yes
296,Brazil,Bourbon,7.67,7.58,7.75,7.67,7.67,0.11,Yes
297,Colombia,Caturra,7.83,7.58,7.58,7.58,7.58,0.11,Yes
298,Taiwan,Typica,7.67,7.58,7.58,7.67,7.83,0.0,Yes
300,Other,Other,7.83,7.67,7.5,7.58,7.67,0.1,Yes
301,Colombia,Caturra,7.75,7.5,7.67,7.58,7.83,0.0,Yes
302,Other,Bourbon,8.0,7.58,7.75,7.33,7.5,0.12,Yes
303,Other,Other,7.83,7.83,7.67,8.0,8.17,0.12,Yes
304,Colombia,Caturra,7.67,7.67,7.92,7.5,7.67,0.0,Yes
305,Colombia,Other,7.67,7.42,7.42,8.0,8.33,0.0,Yes
306,Colombia,Caturra,7.58,7.75,7.67,7.67,7.67,0.0,Yes
307,Colombia,Caturra,7.75,7.75,7.58,7.42,8.0,0.11,Yes
309,Mexico,Caturra,7.83,7.58,7.5,7.75,7.67,0.13,Yes
310,Guatemala,Caturra,7.67,7.58,7.67,7.75,7.75,0.11,Yes
314,Brazil,Bourbon,7.67,7.5,7.67,7.67,7.5,0.11,Yes
315,Other,Other,8.08,7.67,7.58,7.25,7.67,0.11,Yes
316,Honduras,Caturra,7.5,7.67,7.67,8.0,8.0,0.1,Yes
317,Other,Caturra,7.67,7.67,7.67,7.83,7.58,0.1,Yes
318,Brazil,Bourbon,7.58,7.58,7.75,7.58,7.58,0.11,Yes
319,Taiwan,Caturra,7.5,7.33,7.92,7.83,7.67,0.1,Yes
322,Colombia,Caturra,7.5,7.5,7.75,7.67,7.67,0.11,Yes
323,Guatemala,Bourbon,8.0,7.33,8.0,8.0,8.0,0.1,Yes
324,Colombia,Caturra,7.83,7.67,7.58,7.58,7.67,0.0,Yes
325,Colombia,Caturra,7.67,7.67,7.67,7.33,7.75,0.0,Yes
326,Guatemala,Bourbon,7.67,7.42,7.67,8.0,7.75,0.12,Yes
327,Guatemala,Bourbon,7.83,7.33,7.67,7.67,7.83,0.11,Yes
328,Colombia,Caturra,7.75,7.58,7.83,7.17,7.75,0.11,Yes
329,Guatemala,Caturra,8.17,7.83,7.67,8.08,7.75,0.11,Yes
330,Guatemala,Bourbon,7.67,7.5,7.42,7.58,7.83,0.11,Yes
331,Mexico,Typica,7.67,7.5,7.33,7.83,8.25,0.12,Yes
332,Other,Typica,8.17,7.58,7.58,7.42,7.67,0.12,Yes
333,Guatemala,Caturra,7.67,7.33,8.0,7.67,7.67,0.1,Yes
335,Brazil,Bourbon,7.58,7.58,7.58,7.67,7.58,0.11,Yes
336,Guatemala,Caturra,7.75,7.5,7.83,7.58,7.58,0.11,Yes
338,Other,Other,7.67,7.58,7.58,7.67,7.75,0.1,Yes
339,Colombia,Caturra,7.67,7.58,7.67,7.75,7.58,0.12,Yes
340,Mexico,Caturra,7.75,7.58,7.58,7.5,7.67,0.12,Yes
341,Other,Other,7.75,7.58,7.67,7.5,7.67,0.0,Yes
342,Other,Other,7.67,7.42,7.75,7.75,7.67,0.12,Yes
343,Colombia,Caturra,7.67,7.67,7.67,7.67,7.67,0.0,Yes
344,Colombia,Caturra,7.67,7.67,7.58,7.67,7.75,0.12,Yes
345,Colombia,Caturra,7.75,7.5,7.58,7.75,7.83,0.0,Yes
346,Taiwan,Typica,7.75,7.75,7.75,7.5,7.58,0.11,Yes
347,Colombia,Caturra,7.67,7.58,7.67,7.75,7.58,0.11,Yes
348,Mexico,Typica,7.83,7.58,7.58,7.67,7.58,0.12,Yes
349,Colombia,Caturra,7.67,7.58,7.58,7.67,7.75,0.11,Yes
350,Brazil,Catuai,7.83,7.5,7.75,7.5,7.58,0.12,Yes
351,Colombia,Caturra,7.75,7.58,7.75,7.75,7.5,0.0,Yes
353,Costa Rica,Caturra,7.92,7.5,7.67,7.5,7.67,0.0,Yes
354,Colombia,Caturra,7.75,7.58,7.5,7.75,7.75,0.0,Yes
355,Guatemala,Bourbon,7.67,7.5,7.83,7.58,7.58,0.1,Yes
356,Colombia,Caturra,7.58,7.58,7.58,7.75,7.67,0.12,Yes
357,"Tanzania, United Republic Of",Other,7.75,7.58,7.67,7.67,7.58,0.13,Yes
358,Other,Other,7.25,7.58,7.92,7.83,7.58,0.13,Yes
361,Colombia,Caturra,8.0,7.25,7.58,7.92,7.58,0.11,Yes
362,Guatemala,Caturra,7.58,7.5,7.83,7.42,7.67,0.1,Yes
363,Colombia,Caturra,7.75,7.33,7.5,7.83,7.83,0.0,Yes
364,Honduras,Caturra,7.67,7.67,7.5,7.67,7.67,0.1,Yes
365,Colombia,Caturra,7.58,7.42,7.67,7.75,7.67,0.0,Yes
366,Colombia,Caturra,7.58,7.58,7.75,7.58,7.75,0.11,Yes
367,Mexico,Bourbon,7.83,7.25,7.5,7.5,7.42,0.13,Yes
368,Mexico,Typica,7.67,7.67,7.75,7.58,7.5,0.11,Yes
369,Mexico,Other,7.75,7.67,7.75,7.33,7.5,0.12,Yes
370,Guatemala,Caturra,7.83,7.5,8.0,7.67,7.5,0.1,Yes
371,Colombia,Caturra,7.67,7.58,7.67,7.67,7.67,0.11,Yes
372,Guatemala,Bourbon,7.5,7.75,7.5,8.0,7.67,0.0,Yes
375,Colombia,Caturra,7.5,7.58,7.5,7.75,7.83,0.0,Yes
376,Guatemala,Bourbon,7.67,7.5,7.58,7.58,7.67,0.1,Yes
377,Colombia,Caturra,7.67,7.5,7.67,7.67,7.58,0.11,Yes
378,Costa Rica,Caturra,7.58,7.42,7.92,7.5,7.67,0.09,Yes
380,Other,Other,7.58,7.33,7.75,7.67,7.58,0.11,Yes
381,Other,Other,7.5,7.75,7.5,7.75,7.67,0.13,Yes
382,Other,Bourbon,7.58,7.75,7.58,7.75,7.67,0.11,Yes
383,Colombia,Caturra,7.58,7.58,7.67,7.58,7.67,0.12,Yes
385,"Tanzania, United Republic Of",Bourbon,7.75,7.58,7.67,7.58,7.58,0.13,Yes
386,Colombia,Caturra,7.58,7.25,7.75,7.75,8.58,0.12,Yes
387,Guatemala,Bourbon,7.75,7.33,7.83,7.5,7.67,0.1,Yes
388,Guatemala,Caturra,7.67,7.5,7.83,7.58,7.5,0.1,Yes
389,Guatemala,Bourbon,7.67,7.75,7.42,7.75,7.75,0.11,Yes
391,Colombia,Caturra,7.5,7.58,7.5,7.67,7.75,0.11,Yes
396,Colombia,Caturra,7.75,7.75,7.58,7.58,7.58,0.0,Yes
399,Brazil,Catuai,7.5,7.33,7.58,7.58,7.92,0.1,Yes
400,Mexico,Caturra,7.75,7.5,7.67,7.5,7.58,0.12,Yes
401,Colombia,Caturra,7.67,7.42,7.83,7.83,7.42,0.11,Yes
402,"Tanzania, United Republic Of",Other,7.75,7.67,7.58,7.58,7.58,0.12,Yes
403,Mexico,Other,7.67,7.58,7.67,7.5,7.58,0.12,Yes
404,Costa Rica,Caturra,7.67,7.42,7.67,7.67,7.67,0.12,Yes
406,Costa Rica,Catuai,7.5,7.67,7.5,7.83,7.17,0.11,Yes
408,Other,Typica,7.58,7.67,7.5,7.83,7.42,0.11,Yes
409,Colombia,Caturra,7.67,7.5,7.67,7.92,7.42,0.11,Yes
410,Guatemala,Bourbon,7.83,7.17,7.67,7.67,7.67,0.11,Yes
412,Other,Bourbon,7.75,7.33,7.5,7.5,7.75,0.0,Yes
413,Colombia,Caturra,7.5,7.67,7.58,7.67,7.58,0.0,Yes
416,Mexico,Typica,7.67,7.42,7.83,7.33,7.5,0.11,Yes
417,Costa Rica,Catuai,7.5,7.83,7.5,7.67,7.67,0.11,Yes
419,Guatemala,Other,7.5,7.42,7.83,7.67,7.58,0.11,Yes
422,Colombia,Caturra,7.58,7.67,7.17,7.75,7.83,0.0,Yes
423,Mexico,Typica,7.83,7.5,7.58,7.58,7.58,0.12,Yes
424,Taiwan,Bourbon,7.67,7.5,7.5,7.67,7.83,0.1,Yes
425,Taiwan,Typica,7.92,7.75,7.58,7.5,7.33,0.1,Yes
426,Colombia,Caturra,7.58,7.5,7.58,7.58,7.75,0.0,Yes
427,Guatemala,Caturra,7.5,7.58,7.67,7.67,7.5,0.1,Yes
428,Colombia,Caturra,7.83,7.67,7.33,7.67,7.67,0.11,Yes
429,Mexico,Bourbon,7.58,7.5,7.5,7.58,7.58,0.12,Yes
432,Mexico,Caturra,7.75,7.42,7.92,7.33,7.5,0.12,Yes
433,Guatemala,Bourbon,7.83,7.08,7.83,7.42,8.08,0.11,Yes
434,Brazil,Yellow Bourbon,7.75,7.5,7.58,7.58,7.58,0.11,Yes
435,Colombia,Caturra,7.67,7.58,7.42,7.83,7.58,0.12,Yes
436,Colombia,Caturra,7.67,7.5,7.5,7.58,7.67,0.11,Yes
440,Brazil,Bourbon,7.67,7.5,7.58,7.67,7.58,0.11,Yes
441,Guatemala,Bourbon,7.58,7.33,7.67,7.75,7.58,0.1,Yes
442,"Tanzania, United Republic Of",Bourbon,7.67,7.42,7.67,7.67,7.58,0.12,Yes
444,Other,Other,7.58,7.08,7.33,7.58,8.58,0.07,Yes
445,Guatemala,Caturra,7.67,7.42,7.75,7.58,7.5,0.11,Yes
446,Honduras,Catuai,7.67,7.5,7.67,7.5,7.67,0.11,Yes
447,Other,Other,7.5,7.33,7.67,7.67,7.67,0.11,Yes
448,Other,Other,7.67,7.5,7.67,7.42,7.58,0.1,Yes
449,Other,Bourbon,7.5,7.33,7.67,8.0,7.67,0.0,Yes
450,Guatemala,Bourbon,7.5,7.5,7.83,7.58,7.5,0.11,Yes
451,Guatemala,Bourbon,7.92,7.42,7.75,7.5,7.5,0.12,Yes
452,Other,Other,7.83,7.67,7.75,7.83,8.5,0.1,Yes
454,"Tanzania, United Republic Of",Other,7.58,7.67,7.58,7.42,7.58,0.13,Yes
455,Colombia,Caturra,7.58,7.5,7.67,7.5,7.67,0.0,Yes
456,Other,Other,8.0,7.5,7.42,7.33,7.58,0.1,Yes
458,Honduras,Catuai,7.5,7.5,7.67,7.67,7.67,0.1,Yes
459,Honduras,Caturra,7.67,7.5,7.67,7.5,7.67,0.11,Yes
460,Guatemala,Catuai,7.33,7.17,8.17,7.33,7.67,0.09,Yes
462,"Tanzania, United Republic Of",Bourbon,7.58,7.58,7.75,7.58,7.58,0.12,Yes
463,Guatemala,Bourbon,7.67,7.33,7.67,7.5,7.67,0.11,Yes
464,Mexico,Typica,7.75,7.58,7.58,7.5,7.42,0.11,Yes
465,Mexico,Typica,7.75,7.58,7.5,7.42,7.58,0.12,Yes
466,Mexico,Other,7.58,7.42,7.67,7.5,7.58,0.14,Yes
467,Colombia,Caturra,7.67,7.5,7.5,7.58,8.17,0.11,Yes
468,Mexico,Typica,7.75,7.42,7.75,7.58,7.58,0.13,Yes
469,Colombia,Caturra,7.58,7.5,7.58,7.67,7.67,0.11,Yes
470,Mexico,Typica,7.5,7.58,7.58,7.67,7.5,0.11,Yes
471,Brazil,Other,7.75,7.58,7.5,7.58,7.58,0.12,Yes
472,Brazil,Other,7.92,7.5,7.58,7.42,7.5,0.11,Yes
473,Guatemala,Bourbon,7.75,7.67,7.5,7.92,8.0,0.0,Yes
474,Brazil,Other,7.75,7.58,7.5,7.75,7.5,0.12,Yes
478,Colombia,Caturra,7.58,7.33,7.67,7.75,7.58,0.0,Yes
480,Brazil,Yellow Bourbon,7.58,7.58,7.5,7.67,7.58,0.11,Yes
481,Brazil,Yellow Bourbon,7.33,7.67,7.33,7.75,7.42,0.0,Yes
482,Taiwan,Typica,7.83,7.5,7.83,7.67,7.25,0.0,Yes
484,Brazil,Bourbon,7.58,7.67,7.42,7.42,7.5,0.0,Yes
485,Costa Rica,Catuai,7.83,7.5,7.67,7.58,7.67,0.1,Yes
487,Taiwan,Typica,7.75,7.5,7.5,7.5,7.5,0.11,Yes
